"amt","sogn","koen","alder","civilstand","erhverv","herred","år","sektor"
"Århus","Alrø","mand",48,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",51,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",57,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",36,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",35,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",32,"ugift","Skrædder","Hads",1801,"sekundære"
"Århus","Alrø","mand",22,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",27,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",50,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",52,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",52,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",61,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",24,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",42,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",30,"ugift","Skrædder","Hads",1801,"sekundære"
"Århus","Alrø","mand",46,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",32,"gift","Bonde","Hads",1801,"primære"
"Århus","Alrø","mand",30,"gift","Smed","Hads",1801,"sekundære"
"Århus","Astrup","mand",55,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",54,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",29,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",58,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",49,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",45,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",60,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",34,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",46,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",49,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",42,"gift","Jordejer","Ning",1801,"primære"
"Århus","Astrup","mand",39,"gift","Jordejer","Ning",1801,"primære"
"Århus","Astrup","mand",31,"gift","Jordejer","Ning",1801,"primære"
"Århus","Astrup","mand",40,"gift","Væver","Ning",1801,"sekundære"
"Århus","Astrup","mand",31,"ugift","Snedker","Ning",1801,"sekundære"
"Århus","Astrup","mand",61,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",56,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",50,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",36,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",46,"gift","Jordejer","Ning",1801,"primære"
"Århus","Astrup","mand",47,"gift","Jordejer","Ning",1801,"primære"
"Århus","Astrup","mand",46,"gift","Daglejer","Ning",1801,"primære"
"Århus","Astrup","mand",35,"gift","Jordejer","Ning",1801,"primære"
"Århus","Astrup","mand",36,"gift","Jordejer","Ning",1801,"primære"
"Århus","Astrup","mand",33,"gift","Daglejer","Ning",1801,"primære"
"Århus","Astrup","mand",39,"gift","Gaardbeboer","Ning",1801,"primære"
"Århus","Astrup","mand",44,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",38,"ugift","Gaardbeboer","Ning",1801,"primære"
"Århus","Astrup","mand",42,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",27,"gift","Boelsmand","Ning",1801,"primære"
"Århus","Astrup","mand",50,"gift","Jordejer","Ning",1801,"primære"
"Århus","Astrup","mand",48,"gift","Væver","Ning",1801,"sekundære"
"Århus","Astrup","mand",18,"ugift","Væver","Ning",1801,"sekundære"
"Århus","Astrup","mand",72,"gift","Hjulmand","Ning",1801,"sekundære"
"Århus","Astrup","mand",58,"gift","Hjulmand","Ning",1801,"sekundære"
"Århus","Astrup","mand",34,"gift","Snedker","Ning",1801,"sekundære"
"Århus","Astrup","mand",48,"gift","Jordejer","Ning",1801,"primære"
"Århus","Astrup","mand",20,"gift","Væver","Ning",1801,"sekundære"
"Århus","Astrup","mand",36,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",41,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",34,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",46,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",46,"gift","Boelsmand","Ning",1801,"primære"
"Århus","Astrup","mand",51,"gift","Skrædder","Ning",1801,"sekundære"
"Århus","Astrup","mand",41,"gift","Hjulmand","Ning",1801,"sekundære"
"Århus","Astrup","mand",75,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",60,"gift","Bonde","Ning",1801,"primære"
"Århus","Astrup","mand",36,"gift","Boelsmand","Ning",1801,"primære"
"Århus","Astrup","mand",31,"gift","Jordejer","Ning",1801,"primære"
"Århus","Astrup","mand",54,"gift","Jordejer","Ning",1801,"primære"
"Århus","Astrup","mand",36,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",38,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",36,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",36,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",48,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",41,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",52,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",60,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",39,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",58,"gift","Jordejer","Ning",1801,"primære"
"Århus","Beder","mand",58,"gift","Jordejer","Ning",1801,"primære"
"Århus","Beder","mand",28,"gift","Hjulmand","Ning",1801,"sekundære"
"Århus","Beder","mand",48,"gift","Smed","Ning",1801,"sekundære"
"Århus","Beder","mand",45,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",60,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",38,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",34,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",66,"ugift","Skrædder","Ning",1801,"sekundære"
"Århus","Beder","mand",60,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",26,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",61,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",32,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",40,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",60,"enkemand","Jordejer","Ning",1801,"primære"
"Århus","Beder","mand",63,"gift","Daglejer","Ning",1801,"primære"
"Århus","Beder","mand",49,"gift","Daglejer","Ning",1801,"primære"
"Århus","Beder","mand",51,"gift","Jordejer","Ning",1801,"primære"
"Århus","Beder","mand",36,"gift","Daglejer","Ning",1801,"primære"
"Århus","Beder","mand",34,"gift","Jordejer","Ning",1801,"primære"
"Århus","Beder","mand",61,"gift","Daglejer","Ning",1801,"primære"
"Århus","Beder","mand",48,"gift","Jordejer","Ning",1801,"primære"
"Århus","Beder","mand",52,"gift","Jordejer","Ning",1801,"primære"
"Århus","Beder","mand",50,"gift","Jordejer","Ning",1801,"primære"
"Århus","Beder","mand",25,"gift","Væver","Ning",1801,"sekundære"
"Århus","Beder","mand",46,"gift","Murer","Ning",1801,"sekundære"
"Århus","Beder","mand",46,"gift","Jordløs husmand","Ning",1801,"primære"
"Århus","Beder","mand",22,"ugift","Daglejer","Ning",1801,"primære"
"Århus","Beder","mand",18,"ugift","Væver","Ning",1801,"sekundære"
"Århus","Beder","mand",36,"gift","Jordejer","Ning",1801,"primære"
"Århus","Beder","mand",36,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",51,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",58,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",56,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",38,"gift","Bonde","Ning",1801,"primære"
"Århus","Beder","mand",39,"ugift","Daglejer","Ning",1801,"primære"
"Århus","Beder","mand",41,"gift","Jordejer","Ning",1801,"primære"
"Århus","Beder","mand",66,"enkemand","Daglejer","Ning",1801,"primære"
"Århus","Beder","mand",65,"gift","Jordejer","Ning",1801,"primære"
"Århus","Beder","mand",49,"gift","Jordløs husmand","Ning",1801,"primære"
"Århus","Beder","mand",54,"gift","Skomager","Ning",1801,"sekundære"
"Århus","Beder","mand",30,"ugift","Skrædder","Ning",1801,"sekundære"
"Århus","Beder","mand",18,"ugift","Skrædder","Ning",1801,"sekundære"
"Århus","Bjerager","mand",64,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",46,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",37,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",55,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",52,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",46,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",49,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",40,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",51,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",41,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",30,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",44,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",49,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",61,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",39,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",45,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",44,"gift","Smed","Hads",1801,"sekundære"
"Århus","Bjerager","mand",51,"gift","Skrædder","Hads",1801,"sekundære"
"Århus","Bjerager","mand",46,"gift","Skrædder","Hads",1801,"sekundære"
"Århus","Bjerager","mand",46,"gift","Væver","Hads",1801,"sekundære"
"Århus","Bjerager","mand",57,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",41,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",72,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",46,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",60,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",36,"gift","Væver","Hads",1801,"sekundære"
"Århus","Bjerager","mand",37,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",46,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",29,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",39,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",43,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",56,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",59,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",37,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",39,"gift","Væver","Hads",1801,"sekundære"
"Århus","Bjerager","mand",50,"gift","Væver","Hads",1801,"sekundære"
"Århus","Bjerager","mand",70,"enkemand","Daglejer","Hads",1801,"primære"
"Århus","Bjerager","mand",49,"gift","Smed","Hads",1801,"sekundære"
"Århus","Bjerager","mand",53,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",61,"enkemand","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",50,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",61,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",41,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",23,"ugift","Tjenestekarl","Hads",1801,"primære"
"Århus","Bjerager","mand",39,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",61,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",59,"gift","Daglejer","Hads",1801,"primære"
"Århus","Bjerager","mand",36,"gift","Væver","Hads",1801,"sekundære"
"Århus","Bjerager","mand",49,"gift","Tømrer","Hads",1801,"sekundære"
"Århus","Bjerager","mand",48,"gift","Tømrer","Hads",1801,"sekundære"
"Århus","Bjerager","mand",34,"gift","Hjulmand","Hads",1801,"sekundære"
"Århus","Bjerager","mand",25,"gift","Smed","Hads",1801,"sekundære"
"Århus","Bjerager","mand",76,"enkemand","Væver","Hads",1801,"sekundære"
"Århus","Bjerager","mand",48,"gift","Daglejer","Hads",1801,"primære"
"Århus","Bjerager","mand",28,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",37,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",46,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",51,"gift","Boelsmand","Hads",1801,"primære"
"Århus","Bjerager","mand",67,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",33,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",51,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",35,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",38,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",66,"gift","Bonde","Hads",1801,"primære"
"Århus","Bjerager","mand",46,"gift","Daglejer","Hads",1801,"primære"
"Århus","Bjerager","mand",36,"gift","Jordejer","Hads",1801,"primære"
"Århus","Bjerager","mand",47,"gift","Daglejer","Hads",1801,"primære"
"Århus","Bjerager","mand",48,"gift","Daglejer","Hads",1801,"primære"
"Århus","Bjerager","mand",43,"gift","Væver","Hads",1801,"sekundære"
"Århus","Bjerager","mand",46,"gift","Jordejer","Hads",1801,"primære"
"Århus","Bjerager","mand",40,"gift","Hjulmand","Hads",1801,"sekundære"
"Århus","Bjerager","mand",56,"gift","Daglejer","Hads",1801,"primære"
"Århus","Borum","mand",33,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",53,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",38,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",41,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",58,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",46,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",59,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",47,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",50,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",32,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",39,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",35,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",34,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",65,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",39,"gift","Bonde","Framlev",1801,"primære"
"Århus","Borum","mand",53,"gift","Væver","Framlev",1801,"sekundære"
"Århus","Borum","mand",36,"ugift","Daglejer","Framlev",1801,"primære"
"Århus","Borum","mand",26,"gift","Skrædder","Framlev",1801,"sekundære"
"Århus","Borum","mand",45,"gift","Skrædder","Framlev",1801,"sekundære"
"Århus","Borum","mand",39,"gift","Skomager","Framlev",1801,"sekundære"
"Århus","Borum","mand",23,"ugift","Skomager","Framlev",1801,"sekundære"
"Århus","Borum","mand",25,"ugift","Væver","Framlev",1801,"sekundære"
"Århus","Borum","mand",47,"gift","Væver","Framlev",1801,"sekundære"
"Århus","Borum","mand",65,"gift","Jordløs husmand","Framlev",1801,"primære"
"Århus","Borum","mand",28,"gift","Smed","Framlev",1801,"sekundære"
"Århus","Borum","mand",68,"gift","Jordejer","Framlev",1801,"primære"
"Århus","Borum","mand",44,"gift","Væver","Framlev",1801,"sekundære"
"Århus","Borum","mand",20,"ugift","Væver","Framlev",1801,"sekundære"
"Århus","Borum","mand",38,"gift","Hjulmand","Framlev",1801,"sekundære"
"Århus","Borum","mand",42,"gift","Skrædder","Framlev",1801,"sekundære"
"Århus","Borum","mand",48,"ugift","Daglejer","Framlev",1801,"primære"
"Århus","Borum","mand",50,"gift","Smed","Framlev",1801,"sekundære"
"Århus","Borum","mand",25,"gift","Hjulmand","Framlev",1801,"sekundære"
"Århus","Borum","mand",71,"gift","Væver","Framlev",1801,"sekundære"
"Århus","Borum","mand",34,"gift","Bonde","Framlev",1801,"primære"
"Århus","Brabrand","mand",31,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",42,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",44,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",35,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",52,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",38,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",32,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",55,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",39,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",38,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",58,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",30,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",58,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",64,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",37,"gift","Hjulmand","Hasle",1801,"sekundære"
"Århus","Brabrand","mand",33,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",38,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Brabrand","mand",41,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Brabrand","mand",75,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Brabrand","mand",47,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",47,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",38,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",55,"gift","Snedker","Hasle",1801,"sekundære"
"Århus","Brabrand","mand",37,"gift","Væver","Hasle",1801,"sekundære"
"Århus","Brabrand","mand",49,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",57,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",49,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",31,"gift","Smed","Hasle",1801,"sekundære"
"Århus","Brabrand","mand",41,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Brabrand","mand",32,"enkemand","Skrædder","Hasle",1801,"sekundære"
"Århus","Brabrand","mand",33,"enkemand","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",39,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",45,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",32,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",39,"enkemand","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",26,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",63,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",66,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",57,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",36,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",66,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",51,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",49,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",39,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",32,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",60,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",48,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",53,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",52,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",47,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Brabrand","mand",54,"gift","Smed","Hasle",1801,"sekundære"
"Århus","Brabrand","mand",36,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Brabrand","mand",46,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Brabrand","mand",51,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Brabrand","mand",61,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",76,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Brabrand","mand",54,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Brabrand","mand",45,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",47,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Brabrand","mand",63,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",43,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",48,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",62,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Brabrand","mand",27,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",42,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",76,"enkemand","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",52,"gift","Bonde","Hasle",1801,"primære"
"Århus","Brabrand","mand",74,"enkemand","Jordejer","Hasle",1801,"primære"
"Århus","Elev","mand",52,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elev","mand",45,"enkemand","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elev","mand",51,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elev","mand",64,"enkemand","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elev","mand",46,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elev","mand",64,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elev","mand",61,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elev","mand",48,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elev","mand",46,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elev","mand",34,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Elev","mand",51,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elev","mand",49,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Elev","mand",56,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Elev","mand",37,"gift","Smed","Vester Lisbjerg",1801,"sekundære"
"Århus","Elsted","mand",45,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",34,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",26,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",42,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",62,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",62,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",33,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",55,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",48,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",44,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",48,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",25,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",34,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",59,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",70,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",48,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",53,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",44,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",53,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",27,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",40,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",54,"enkemand","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",46,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",57,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",47,"gift","Smed","Vester Lisbjerg",1801,"sekundære"
"Århus","Elsted","mand",51,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",43,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",48,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",35,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",65,"enkemand","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",32,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",43,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",31,"gift","Væver","Vester Lisbjerg",1801,"sekundære"
"Århus","Elsted","mand",28,"gift","Skrædder","Vester Lisbjerg",1801,"sekundære"
"Århus","Elsted","mand",44,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",39,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",59,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",36,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Elsted","mand",29,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Falling","mand",44,"gift","Bonde","Hads",1801,"primære"
"Århus","Falling","mand",56,"gift","Bonde","Hads",1801,"primære"
"Århus","Falling","mand",70,"gift","Bonde","Hads",1801,"primære"
"Århus","Falling","mand",50,"gift","Bonde","Hads",1801,"primære"
"Århus","Falling","mand",50,"gift","Bonde","Hads",1801,"primære"
"Århus","Falling","mand",41,"gift","Bonde","Hads",1801,"primære"
"Århus","Falling","mand",52,"gift","Bonde","Hads",1801,"primære"
"Århus","Falling","mand",38,"gift","Skomager","Hads",1801,"sekundære"
"Århus","Falling","mand",37,"gift","Daglejer","Hads",1801,"primære"
"Århus","Falling","mand",32,"gift","Jordejer","Hads",1801,"primære"
"Århus","Falling","mand",39,"gift","Jordløs husmand","Hads",1801,"primære"
"Århus","Falling","mand",44,"gift","Jordejer","Hads",1801,"primære"
"Århus","Falling","mand",57,"gift","Bonde","Hads",1801,"primære"
"Århus","Falling","mand",65,"gift","Bonde","Hads",1801,"primære"
"Århus","Falling","mand",56,"gift","Daglejer","Hads",1801,"primære"
"Århus","Falling","mand",65,"gift","Bonde","Hads",1801,"primære"
