"amt","sogn","koen","alder","civilstand","herred","år"
"Århus","Alrø","mand",50,"gift","Hads",1801
"Århus","Alrø","kvinde",53,"gift","Hads",1801
"Århus","Alrø","mand",50,"gift","Hads",1801
"Århus","Alrø","mand",67,"gift","Hads",1801
"Århus","Alrø","mand",49,"gift","Hads",1801
"Århus","Alrø","mand",22,"ugift","Hads",1801
"Århus","Alrø","mand",18,"ugift","Hads",1801
"Århus","Alrø","mand",14,"ugift","Hads",1801
"Århus","Alrø","mand",11,"ugift","Hads",1801
"Århus","Alrø","kvinde",27,"ugift","Hads",1801
"Århus","Alrø","kvinde",23,"ugift","Hads",1801
"Århus","Alrø","kvinde",22,"ugift","Hads",1801
"Århus","Alrø","kvinde",20,"ugift","Hads",1801
"Århus","Alrø","kvinde",42,"enke","Hads",1801
"Århus","Alrø","mand",16,"ugift","Hads",1801
"Århus","Alrø","mand",14,"ugift","Hads",1801
"Århus","Alrø","kvinde",12,"ugift","Hads",1801
"Århus","Alrø","kvinde",9,"ugift","Hads",1801
"Århus","Alrø","mand",6,"ugift","Hads",1801
"Århus","Alrø","mand",60,"gift","Hads",1801
"Århus","Alrø","mand",59,"ugift","Hads",1801
"Århus","Alrø","mand",49,"ugift","Hads",1801
"Århus","Alrø","mand",42,"ugift","Hads",1801
"Århus","Alrø","kvinde",28,"ugift","Hads",1801
"Århus","Alrø","kvinde",25,"ugift","Hads",1801
"Århus","Alrø","mand",48,"gift","Hads",1801
"Århus","Alrø","kvinde",47,"gift","Hads",1801
"Århus","Alrø","mand",21,"ugift","Hads",1801
"Århus","Alrø","mand",18,"ugift","Hads",1801
"Århus","Alrø","kvinde",13,"ugift","Hads",1801
"Århus","Alrø","mand",10,"ugift","Hads",1801
"Århus","Alrø","mand",7,"ugift","Hads",1801
"Århus","Alrø","mand",3,"ugift","Hads",1801
"Århus","Alrø","mand",22,"ugift","Hads",1801
"Århus","Alrø","kvinde",23,"ugift","Hads",1801
"Århus","Alrø","kvinde",77,"enke","Hads",1801
"Århus","Alrø","mand",51,"gift","Hads",1801
"Århus","Alrø","kvinde",32,"gift","Hads",1801
"Århus","Alrø","kvinde",5,"ugift","Hads",1801
"Århus","Alrø","kvinde",3,"ugift","Hads",1801
"Århus","Alrø","kvinde",1,"ugift","Hads",1801
"Århus","Alrø","mand",36,"ugift","Hads",1801
"Århus","Alrø","mand",11,"ugift","Hads",1801
"Århus","Alrø","kvinde",33,"ugift","Hads",1801
"Århus","Alrø","kvinde",13,"ugift","Hads",1801
"Århus","Alrø","mand",57,"gift","Hads",1801
"Århus","Alrø","kvinde",47,"gift","Hads",1801
"Århus","Alrø","mand",26,"ugift","Hads",1801
"Århus","Alrø","kvinde",24,"ugift","Hads",1801
"Århus","Alrø","mand",21,"ugift","Hads",1801
"Århus","Alrø","mand",19,"ugift","Hads",1801
"Århus","Alrø","mand",18,"ugift","Hads",1801
"Århus","Alrø","mand",36,"gift","Hads",1801
"Århus","Alrø","kvinde",27,"gift","Hads",1801
"Århus","Alrø","kvinde",5,"ugift","Hads",1801
"Århus","Alrø","kvinde",2,"ugift","Hads",1801
"Århus","Alrø","mand",23,"ugift","Hads",1801
"Århus","Alrø","kvinde",18,"ugift","Hads",1801
"Århus","Alrø","mand",12,"ugift","Hads",1801
"Århus","Alrø","mand",66,"gift","Hads",1801
"Århus","Alrø","kvinde",67,"gift","Hads",1801
"Århus","Alrø","mand",35,"gift","Hads",1801
"Århus","Alrø","kvinde",31,"gift","Hads",1801
"Århus","Alrø","kvinde",8,"ugift","Hads",1801
"Århus","Alrø","kvinde",6,"ugift","Hads",1801
"Århus","Alrø","mand",2,"ugift","Hads",1801
"Århus","Alrø","mand",19,"ugift","Hads",1801
"Århus","Alrø","kvinde",19,"ugift","Hads",1801
"Århus","Alrø","mand",67,"enkemand","Hads",1801
"Århus","Alrø","kvinde",52,"enke","Hads",1801
"Århus","Alrø","mand",24,"ugift","Hads",1801
"Århus","Alrø","kvinde",22,"ugift","Hads",1801
"Århus","Alrø","kvinde",16,"ugift","Hads",1801
"Århus","Alrø","kvinde",12,"ugift","Hads",1801
"Århus","Alrø","mand",21,"ugift","Hads",1801
"Århus","Alrø","mand",32,"ugift","Hads",1801
"Århus","Alrø","mand",22,"gift","Hads",1801
"Århus","Alrø","kvinde",27,"gift","Hads",1801
"Århus","Alrø","mand",1,"ugift","Hads",1801
"Århus","Alrø","mand",41,"ugift","Hads",1801
"Århus","Alrø","kvinde",24,"ugift","Hads",1801
"Århus","Alrø","mand",10,"ugift","Hads",1801
"Århus","Alrø","kvinde",55,"enke","Hads",1801
"Århus","Alrø","mand",27,"gift","Hads",1801
"Århus","Alrø","kvinde",36,"gift","Hads",1801
"Århus","Alrø","kvinde",2,"ugift","Hads",1801
"Århus","Alrø","mand",22,"ugift","Hads",1801
"Århus","Alrø","kvinde",21,"ugift","Hads",1801
"Århus","Alrø","mand",15,"ugift","Hads",1801
"Århus","Alrø","mand",61,"gift","Hads",1801
"Århus","Alrø","kvinde",70,"gift","Hads",1801
"Århus","Alrø","mand",50,"gift","Hads",1801
"Århus","Alrø","kvinde",55,"gift","Hads",1801
"Århus","Alrø","mand",16,"ugift","Hads",1801
"Århus","Alrø","mand",13,"ugift","Hads",1801
"Århus","Alrø","mand",47,"gift","Hads",1801
"Århus","Alrø","mand",31,"ugift","Hads",1801
"Århus","Alrø","kvinde",24,"ugift","Hads",1801
"Århus","Alrø","mand",52,"gift","Hads",1801
"Århus","Alrø","kvinde",50,"gift","Hads",1801
"Århus","Alrø","mand",26,"ugift","Hads",1801
"Århus","Alrø","mand",18,"ugift","Hads",1801
"Århus","Alrø","kvinde",15,"ugift","Hads",1801
"Århus","Alrø","kvinde",13,"ugift","Hads",1801
"Århus","Alrø","kvinde",9,"ugift","Hads",1801
"Århus","Alrø","mand",18,"ugift","Hads",1801
"Århus","Alrø","mand",52,"gift","Hads",1801
"Århus","Alrø","kvinde",48,"gift","Hads",1801
"Århus","Alrø","mand",27,"ugift","Hads",1801
"Århus","Alrø","kvinde",22,"ugift","Hads",1801
"Århus","Alrø","mand",16,"ugift","Hads",1801
"Århus","Alrø","mand",10,"ugift","Hads",1801
"Århus","Alrø","kvinde",8,"ugift","Hads",1801
"Århus","Alrø","mand",32,"gift","Hads",1801
"Århus","Alrø","kvinde",54,"ugift","Hads",1801
"Århus","Alrø","mand",58,"gift","Hads",1801
"Århus","Alrø","kvinde",40,"gift","Hads",1801
"Århus","Alrø","kvinde",11,"ugift","Hads",1801
"Århus","Alrø","mand",9,"ugift","Hads",1801
"Århus","Alrø","kvinde",7,"ugift","Hads",1801
"Århus","Alrø","kvinde",3,"ugift","Hads",1801
"Århus","Alrø","mand",61,"gift","Hads",1801
"Århus","Alrø","kvinde",44,"gift","Hads",1801
"Århus","Alrø","mand",20,"ugift","Hads",1801
"Århus","Alrø","kvinde",17,"ugift","Hads",1801
"Århus","Alrø","kvinde",12,"ugift","Hads",1801
"Århus","Alrø","mand",10,"ugift","Hads",1801
"Århus","Alrø","mand",8,"ugift","Hads",1801
"Århus","Alrø","mand",24,"gift","Hads",1801
"Århus","Alrø","kvinde",29,"gift","Hads",1801
"Århus","Alrø","mand",3,"ugift","Hads",1801
"Århus","Alrø","mand",2,"ugift","Hads",1801
"Århus","Alrø","mand",34,"ugift","Hads",1801
"Århus","Alrø","kvinde",22,"ugift","Hads",1801
"Århus","Alrø","kvinde",17,"ugift","Hads",1801
"Århus","Alrø","mand",42,"gift","Hads",1801
"Århus","Alrø","kvinde",57,"gift","Hads",1801
"Århus","Alrø","kvinde",17,"ugift","Hads",1801
"Århus","Alrø","mand",12,"ugift","Hads",1801
"Århus","Alrø","mand",10,"ugift","Hads",1801
"Århus","Alrø","mand",34,"ugift","Hads",1801
"Århus","Alrø","mand",30,"ugift","Hads",1801
"Århus","Alrø","mand",46,"gift","Hads",1801
"Århus","Alrø","kvinde",29,"gift","Hads",1801
"Århus","Alrø","kvinde",8,"ugift","Hads",1801
"Århus","Alrø","mand",5,"ugift","Hads",1801
"Århus","Alrø","kvinde",3,"ugift","Hads",1801
"Århus","Alrø","mand",17,"ugift","Hads",1801
"Århus","Alrø","kvinde",12,"ugift","Hads",1801
"Århus","Alrø","mand",35,"ugift","Hads",1801
"Århus","Alrø","kvinde",20,"ugift","Hads",1801
"Århus","Alrø","kvinde",63,"enke","Hads",1801
"Århus","Alrø","mand",32,"ugift","Hads",1801
"Århus","Alrø","mand",18,"ugift","Hads",1801
"Århus","Alrø","mand",32,"gift","Hads",1801
"Århus","Alrø","kvinde",35,"gift","Hads",1801
"Århus","Alrø","kvinde",10,"ugift","Hads",1801
"Århus","Alrø","mand",9,"ugift","Hads",1801
"Århus","Alrø","mand",6,"ugift","Hads",1801
"Århus","Alrø","kvinde",2,"ugift","Hads",1801
"Århus","Alrø","mand",30,"gift","Hads",1801
"Århus","Alrø","mand",50,"ugift","Hads",1801
"Århus","Alrø","kvinde",28,"ugift","Hads",1801
"Århus","Alrø","mand",65,"enkemand","Hads",1801
"Århus","Alrø","mand",59,"enkemand","Hads",1801
"Århus","Alrø","mand",15,"ugift","Hads",1801
"Århus","Alrø","mand",13,"ugift","Hads",1801
"Århus","Alrø","kvinde",63,"gift","Hads",1801
"Århus","Alrø","kvinde",47,"ugift","Hads",1801
"Århus","Alrø","mand",57,"gift","Hads",1801
"Århus","Alrø","kvinde",43,"gift","Hads",1801
"Århus","Alrø","mand",10,"ugift","Hads",1801
"Århus","Alrø","kvinde",9,"ugift","Hads",1801
"Århus","Alrø","kvinde",75,"enke","Hads",1801
"Århus","Alrø","mand",36,"ugift","Hads",1801
"Århus","Alrø","kvinde",66,"ugift","Hads",1801
"Århus","Alrø","mand",30,"gift","Hads",1801
"Århus","Alrø","kvinde",25,"gift","Hads",1801
"Århus","Alrø","kvinde",52,"enke","Hads",1801
"Århus","Alrø","mand",40,"gift","Hads",1801
"Århus","Alrø","kvinde",58,"gift","Hads",1801
"Århus","Alrø","kvinde",14,"ugift","Hads",1801
"Århus","Alrø","kvinde",53,"gift","Hads",1801
"Århus","Alrø","kvinde",26,"ugift","Hads",1801
"Århus","Alrø","kvinde",12,"ugift","Hads",1801
"Århus","Alrø","kvinde",36,"gift","Hads",1801
"Århus","Alrø","mand",9,"ugift","Hads",1801
"Århus","Alrø","kvinde",31,"ugift","Hads",1801
"Århus","Alrø","kvinde",72,"enke","Hads",1801
"Århus","Alrø","mand",62,"gift","Hads",1801
"Århus","Alrø","kvinde",38,"gift","Hads",1801
"Århus","Alrø","mand",84,"gift","Hads",1801
"Århus","Alrø","kvinde",85,"gift","Hads",1801
"Århus","Alrø","mand",58,"enkemand","Hads",1801
"Århus","Alrø","kvinde",21,"ugift","Hads",1801
"Århus","Alrø","kvinde",58,"ugift","Hads",1801
"Århus","Alrø","kvinde",42,"gift","Hads",1801
"Århus","Alrø","kvinde",4,"ugift","Hads",1801
"Århus","Alrø","mand",1,"ugift","Hads",1801
"Århus","Alrø","mand",1,"ugift","Hads",1801
"Århus","Alrø","kvinde",12,"ugift","Hads",1801
"Århus","Alrø","mand",63,"ugift","Hads",1801
"Århus","Alrø","kvinde",65,"ugift","Hads",1801
"Århus","Alrø","kvinde",65,"ugift","Hads",1801
"Århus","Alrø","mand",40,"gift","Hads",1801
"Århus","Alrø","kvinde",25,"gift","Hads",1801
"Århus","Alrø","kvinde",4,"ugift","Hads",1801
"Århus","Alrø","kvinde",1,"ugift","Hads",1801
"Århus","Alrø","kvinde",60,"enke","Hads",1801
"Århus","Alrø","kvinde",67,"gift","Hads",1801
"Århus","Alrø","mand",23,"ugift","Hads",1801
"Århus","Alrø","kvinde",74,"enke","Hads",1801
"Århus","Astrup","mand",58,"enkemand","Ning",1801
"Århus","Astrup","kvinde",27,"ugift","Ning",1801
"Århus","Astrup","kvinde",33,"ugift","Ning",1801
"Århus","Astrup","mand",46,"ugift","Ning",1801
"Århus","Astrup","mand",24,"ugift","Ning",1801
"Århus","Astrup","mand",20,"ugift","Ning",1801
"Århus","Astrup","kvinde",19,"ugift","Ning",1801
"Århus","Astrup","kvinde",23,"ugift","Ning",1801
"Århus","Astrup","kvinde",26,"ugift","Ning",1801
"Århus","Astrup","mand",13,"ugift","Ning",1801
"Århus","Astrup","mand",42,"gift","Ning",1801
"Århus","Astrup","kvinde",44,"gift","Ning",1801
"Århus","Astrup","kvinde",12,"ugift","Ning",1801
"Århus","Astrup","mand",10,"ugift","Ning",1801
"Århus","Astrup","mand",8,"ugift","Ning",1801
"Århus","Astrup","kvinde",2,"ugift","Ning",1801
"Århus","Astrup","kvinde",15,"ugift","Ning",1801
"Århus","Astrup","mand",55,"gift","Ning",1801
"Århus","Astrup","kvinde",45,"gift","Ning",1801
"Århus","Astrup","kvinde",15,"ugift","Ning",1801
"Århus","Astrup","kvinde",13,"ugift","Ning",1801
"Århus","Astrup","mand",11,"ugift","Ning",1801
"Århus","Astrup","mand",29,"ugift","Ning",1801
"Århus","Astrup","mand",54,"gift","Ning",1801
"Århus","Astrup","kvinde",31,"gift","Ning",1801
"Århus","Astrup","mand",10,"ugift","Ning",1801
"Århus","Astrup","kvinde",2,"ugift","Ning",1801
"Århus","Astrup","mand",21,"ugift","Ning",1801
"Århus","Astrup","kvinde",14,"ugift","Ning",1801
"Århus","Astrup","mand",27,"ugift","Ning",1801
"Århus","Astrup","mand",29,"gift","Ning",1801
"Århus","Astrup","kvinde",20,"gift","Ning",1801
"Århus","Astrup","mand",35,"ugift","Ning",1801
"Århus","Astrup","kvinde",22,"ugift","Ning",1801
"Århus","Astrup","mand",58,"gift","Ning",1801
"Århus","Astrup","kvinde",60,"gift","Ning",1801
"Århus","Astrup","mand",19,"ugift","Ning",1801
"Århus","Astrup","kvinde",16,"ugift","Ning",1801
"Århus","Astrup","kvinde",8,"ugift","Ning",1801
"Århus","Astrup","mand",49,"gift","Ning",1801
"Århus","Astrup","kvinde",39,"gift","Ning",1801
"Århus","Astrup","kvinde",11,"ugift","Ning",1801
"Århus","Astrup","mand",4,"ugift","Ning",1801
"Århus","Astrup","kvinde",16,"ugift","Ning",1801
"Århus","Astrup","mand",45,"gift","Ning",1801
"Århus","Astrup","kvinde",38,"gift","Ning",1801
"Århus","Astrup","mand",16,"ugift","Ning",1801
"Århus","Astrup","mand",14,"ugift","Ning",1801
"Århus","Astrup","kvinde",6,"ugift","Ning",1801
"Århus","Astrup","kvinde",39,"ugift","Ning",1801
"Århus","Astrup","mand",60,"gift","Ning",1801
"Århus","Astrup","kvinde",38,"gift","Ning",1801
"Århus","Astrup","mand",20,"ugift","Ning",1801
"Århus","Astrup","mand",11,"ugift","Ning",1801
"Århus","Astrup","mand",5,"ugift","Ning",1801
"Århus","Astrup","mand",1,"ugift","Ning",1801
"Århus","Astrup","kvinde",20,"ugift","Ning",1801
"Århus","Astrup","mand",34,"gift","Ning",1801
"Århus","Astrup","kvinde",28,"gift","Ning",1801
"Århus","Astrup","kvinde",5,"ugift","Ning",1801
"Århus","Astrup","mand",3,"ugift","Ning",1801
"Århus","Astrup","mand",1,"ugift","Ning",1801
"Århus","Astrup","mand",17,"ugift","Ning",1801
"Århus","Astrup","kvinde",15,"ugift","Ning",1801
"Århus","Astrup","mand",65,"gift","Ning",1801
"Århus","Astrup","kvinde",71,"gift","Ning",1801
"Århus","Astrup","mand",46,"gift","Ning",1801
"Århus","Astrup","kvinde",46,"gift","Ning",1801
"Århus","Astrup","mand",20,"ugift","Ning",1801
"Århus","Astrup","kvinde",16,"ugift","Ning",1801
"Århus","Astrup","mand",12,"ugift","Ning",1801
"Århus","Astrup","kvinde",5,"ugift","Ning",1801
"Århus","Astrup","mand",38,"ugift","Ning",1801
"Århus","Astrup","mand",49,"gift","Ning",1801
"Århus","Astrup","kvinde",45,"gift","Ning",1801
"Århus","Astrup","kvinde",14,"ugift","Ning",1801
"Århus","Astrup","kvinde",12,"ugift","Ning",1801
"Århus","Astrup","kvinde",2,"ugift","Ning",1801
"Århus","Astrup","mand",14,"ugift","Ning",1801
"Århus","Astrup","kvinde",28,"ugift","Ning",1801
"Århus","Astrup","mand",42,"gift","Ning",1801
"Århus","Astrup","kvinde",38,"gift","Ning",1801
"Århus","Astrup","kvinde",9,"ugift","Ning",1801
"Århus","Astrup","mand",2,"ugift","Ning",1801
"Århus","Astrup","kvinde",1,"ugift","Ning",1801
"Århus","Astrup","mand",39,"gift","Ning",1801
"Århus","Astrup","kvinde",38,"gift","Ning",1801
"Århus","Astrup","mand",5,"ugift","Ning",1801
"Århus","Astrup","kvinde",2,"ugift","Ning",1801
"Århus","Astrup","mand",31,"gift","Ning",1801
"Århus","Astrup","kvinde",24,"gift","Ning",1801
"Århus","Astrup","kvinde",48,"enke","Ning",1801
"Århus","Astrup","kvinde",12,"ugift","Ning",1801
"Århus","Astrup","mand",47,"gift","Ning",1801
"Århus","Astrup","kvinde",56,"gift","Ning",1801
"Århus","Astrup","kvinde",12,"ugift","Ning",1801
"Århus","Astrup","mand",48,"gift","Ning",1801
"Århus","Astrup","kvinde",49,"gift","Ning",1801
"Århus","Astrup","mand",40,"gift","Ning",1801
"Århus","Astrup","kvinde",50,"gift","Ning",1801
"Århus","Astrup","mand",30,"gift","Ning",1801
"Århus","Astrup","kvinde",32,"gift","Ning",1801
"Århus","Astrup","mand",1,"ugift","Ning",1801
"Århus","Astrup","kvinde",54,"enke","Ning",1801
"Århus","Astrup","mand",30,"ugift","Ning",1801
"Århus","Astrup","kvinde",14,"ugift","Ning",1801
"Århus","Astrup","mand",63,"gift","Ning",1801
"Århus","Astrup","kvinde",58,"gift","Ning",1801
"Århus","Astrup","mand",27,"ugift","Ning",1801
"Århus","Astrup","mand",22,"ugift","Ning",1801
"Århus","Astrup","kvinde",14,"ugift","Ning",1801
"Århus","Astrup","mand",12,"ugift","Ning",1801
"Århus","Astrup","mand",31,"ugift","Ning",1801
"Århus","Astrup","mand",61,"gift","Ning",1801
"Århus","Astrup","kvinde",49,"gift","Ning",1801
"Århus","Astrup","mand",16,"ugift","Ning",1801
"Århus","Astrup","kvinde",13,"ugift","Ning",1801
"Århus","Astrup","mand",6,"ugift","Ning",1801
"Århus","Astrup","mand",45,"ugift","Ning",1801
"Århus","Astrup","mand",56,"gift","Ning",1801
"Århus","Astrup","kvinde",63,"gift","Ning",1801
"Århus","Astrup","mand",32,"ugift","Ning",1801
"Århus","Astrup","kvinde",24,"ugift","Ning",1801
"Århus","Astrup","mand",15,"ugift","Ning",1801
"Århus","Astrup","mand",50,"gift","Ning",1801
"Århus","Astrup","kvinde",40,"gift","Ning",1801
"Århus","Astrup","kvinde",13,"ugift","Ning",1801
"Århus","Astrup","mand",28,"ugift","Ning",1801
"Århus","Astrup","mand",16,"ugift","Ning",1801
"Århus","Astrup","kvinde",30,"ugift","Ning",1801
"Århus","Astrup","mand",36,"gift","Ning",1801
"Århus","Astrup","kvinde",32,"gift","Ning",1801
"Århus","Astrup","mand",8,"ugift","Ning",1801
"Århus","Astrup","mand",6,"ugift","Ning",1801
"Århus","Astrup","mand",1,"ugift","Ning",1801
"Århus","Astrup","mand",27,"ugift","Ning",1801
"Århus","Astrup","mand",24,"ugift","Ning",1801
"Århus","Astrup","kvinde",15,"ugift","Ning",1801
"Århus","Astrup","mand",78,"gift","Ning",1801
"Århus","Astrup","kvinde",34,"gift","Ning",1801
"Århus","Astrup","kvinde",7,"ugift","Ning",1801
"Århus","Astrup","mand",4,"ugift","Ning",1801
"Århus","Astrup","mand",46,"gift","Ning",1801
"Århus","Astrup","kvinde",48,"gift","Ning",1801
"Århus","Astrup","kvinde",14,"ugift","Ning",1801
"Århus","Astrup","mand",11,"ugift","Ning",1801
"Århus","Astrup","kvinde",7,"ugift","Ning",1801
"Århus","Astrup","mand",3,"ugift","Ning",1801
"Århus","Astrup","mand",47,"gift","Ning",1801
"Århus","Astrup","kvinde",54,"gift","Ning",1801
"Århus","Astrup","kvinde",8,"ugift","Ning",1801
"Århus","Astrup","mand",28,"gift","Ning",1801
"Århus","Astrup","kvinde",27,"gift","Ning",1801
"Århus","Astrup","kvinde",1,"ugift","Ning",1801
"Århus","Astrup","mand",96,"gift","Ning",1801
"Århus","Astrup","kvinde",68,"gift","Ning",1801
"Århus","Astrup","mand",13,"ugift","Ning",1801
"Århus","Astrup","mand",46,"gift","Ning",1801
"Århus","Astrup","kvinde",29,"gift","Ning",1801
"Århus","Astrup","kvinde",5,"ugift","Ning",1801
"Århus","Astrup","kvinde",3,"ugift","Ning",1801
"Århus","Astrup","mand",35,"gift","Ning",1801
"Århus","Astrup","kvinde",33,"gift","Ning",1801
"Århus","Astrup","mand",1,"ugift","Ning",1801
"Århus","Astrup","mand",70,"gift","Ning",1801
"Århus","Astrup","kvinde",63,"gift","Ning",1801
"Århus","Astrup","mand",11,"ugift","Ning",1801
"Århus","Astrup","mand",36,"gift","Ning",1801
"Århus","Astrup","kvinde",28,"gift","Ning",1801
"Århus","Astrup","mand",1,"ugift","Ning",1801
"Århus","Astrup","mand",33,"gift","Ning",1801
"Århus","Astrup","kvinde",31,"gift","Ning",1801
"Århus","Astrup","mand",1,"ugift","Ning",1801
"Århus","Astrup","mand",36,"gift","Ning",1801
"Århus","Astrup","kvinde",48,"gift","Ning",1801
"Århus","Astrup","mand",10,"ugift","Ning",1801
"Århus","Astrup","mand",8,"ugift","Ning",1801
"Århus","Astrup","mand",39,"gift","Ning",1801
"Århus","Astrup","kvinde",27,"gift","Ning",1801
"Århus","Astrup","kvinde",5,"ugift","Ning",1801
"Århus","Astrup","mand",2,"ugift","Ning",1801
"Århus","Astrup","kvinde",15,"ugift","Ning",1801
"Århus","Astrup","kvinde",13,"ugift","Ning",1801
"Århus","Astrup","mand",16,"ugift","Ning",1801
"Århus","Astrup","mand",44,"gift","Ning",1801
"Århus","Astrup","kvinde",40,"gift","Ning",1801
"Århus","Astrup","kvinde",14,"ugift","Ning",1801
"Århus","Astrup","mand",10,"ugift","Ning",1801
"Århus","Astrup","kvinde",6,"ugift","Ning",1801
"Århus","Astrup","mand",33,"ugift","Ning",1801
"Århus","Astrup","mand",16,"ugift","Ning",1801
"Århus","Astrup","mand",38,"ugift","Ning",1801
"Århus","Astrup","mand",34,"ugift","Ning",1801
"Århus","Astrup","mand",12,"ugift","Ning",1801
"Århus","Astrup","kvinde",65,"enke","Ning",1801
"Århus","Astrup","kvinde",32,"ugift","Ning",1801
"Århus","Astrup","kvinde",52,"ugift","Ning",1801
"Århus","Astrup","mand",42,"gift","Ning",1801
"Århus","Astrup","kvinde",31,"gift","Ning",1801
"Århus","Astrup","kvinde",14,"ugift","Ning",1801
"Århus","Astrup","mand",9,"ugift","Ning",1801
"Århus","Astrup","mand",7,"ugift","Ning",1801
"Århus","Astrup","mand",5,"ugift","Ning",1801
"Århus","Astrup","mand",2,"ugift","Ning",1801
"Århus","Astrup","mand",1,"ugift","Ning",1801
"Århus","Astrup","kvinde",7,"ugift","Ning",1801
"Århus","Astrup","mand",20,"ugift","Ning",1801
"Århus","Astrup","kvinde",16,"ugift","Ning",1801
"Århus","Astrup","mand",52,"ugift","Ning",1801
"Århus","Astrup","mand",27,"gift","Ning",1801
"Århus","Astrup","kvinde",28,"gift","Ning",1801
"Århus","Astrup","mand",56,"enkemand","Ning",1801
"Århus","Astrup","kvinde",42,"enke","Ning",1801
"Århus","Astrup","mand",50,"gift","Ning",1801
"Århus","Astrup","kvinde",60,"gift","Ning",1801
"Århus","Astrup","mand",48,"gift","Ning",1801
"Århus","Astrup","kvinde",39,"gift","Ning",1801
"Århus","Astrup","kvinde",11,"ugift","Ning",1801
"Århus","Astrup","kvinde",5,"ugift","Ning",1801
"Århus","Astrup","mand",18,"ugift","Ning",1801
"Århus","Astrup","mand",72,"gift","Ning",1801
"Århus","Astrup","kvinde",70,"gift","Ning",1801
"Århus","Astrup","mand",58,"gift","Ning",1801
"Århus","Astrup","kvinde",57,"gift","Ning",1801
"Århus","Astrup","kvinde",4,"ugift","Ning",1801
"Århus","Astrup","mand",39,"gift","Ning",1801
"Århus","Astrup","kvinde",39,"gift","Ning",1801
"Århus","Astrup","mand",6,"ugift","Ning",1801
"Århus","Astrup","mand",4,"ugift","Ning",1801
"Århus","Astrup","kvinde",2,"ugift","Ning",1801
"Århus","Astrup","mand",34,"gift","Ning",1801
"Århus","Astrup","kvinde",49,"gift","Ning",1801
"Århus","Astrup","mand",5,"ugift","Ning",1801
"Århus","Astrup","mand",48,"gift","Ning",1801
"Århus","Astrup","kvinde",50,"gift","Ning",1801
"Århus","Astrup","mand",12,"ugift","Ning",1801
"Århus","Astrup","mand",9,"ugift","Ning",1801
"Århus","Astrup","mand",20,"gift","Ning",1801
"Århus","Astrup","kvinde",24,"gift","Ning",1801
"Århus","Astrup","mand",36,"gift","Ning",1801
"Århus","Astrup","kvinde",28,"gift","Ning",1801
"Århus","Astrup","mand",8,"ugift","Ning",1801
"Århus","Astrup","mand",6,"ugift","Ning",1801
"Århus","Astrup","mand",3,"ugift","Ning",1801
"Århus","Astrup","kvinde",1,"ugift","Ning",1801
"Århus","Astrup","mand",19,"ugift","Ning",1801
"Århus","Astrup","kvinde",15,"ugift","Ning",1801
"Århus","Astrup","mand",41,"gift","Ning",1801
"Århus","Astrup","kvinde",34,"gift","Ning",1801
"Århus","Astrup","mand",11,"ugift","Ning",1801
"Århus","Astrup","mand",6,"ugift","Ning",1801
"Århus","Astrup","mand",3,"ugift","Ning",1801
"Århus","Astrup","mand",19,"ugift","Ning",1801
"Århus","Astrup","kvinde",26,"ugift","Ning",1801
"Århus","Astrup","mand",34,"gift","Ning",1801
"Århus","Astrup","kvinde",51,"gift","Ning",1801
"Århus","Astrup","mand",26,"ugift","Ning",1801
"Århus","Astrup","kvinde",16,"ugift","Ning",1801
"Århus","Astrup","mand",14,"ugift","Ning",1801
"Århus","Astrup","mand",13,"ugift","Ning",1801
"Århus","Astrup","mand",11,"ugift","Ning",1801
"Århus","Astrup","mand",46,"gift","Ning",1801
"Århus","Astrup","kvinde",40,"gift","Ning",1801
"Århus","Astrup","mand",14,"ugift","Ning",1801
"Århus","Astrup","mand",11,"ugift","Ning",1801
"Århus","Astrup","mand",6,"ugift","Ning",1801
"Århus","Astrup","mand",3,"ugift","Ning",1801
"Århus","Astrup","mand",20,"ugift","Ning",1801
"Århus","Astrup","kvinde",15,"ugift","Ning",1801
"Århus","Astrup","mand",46,"gift","Ning",1801
"Århus","Astrup","kvinde",39,"gift","Ning",1801
"Århus","Astrup","kvinde",13,"ugift","Ning",1801
"Århus","Astrup","kvinde",10,"ugift","Ning",1801
"Århus","Astrup","kvinde",6,"ugift","Ning",1801
"Århus","Astrup","kvinde",2,"ugift","Ning",1801
"Århus","Astrup","mand",51,"gift","Ning",1801
"Århus","Astrup","kvinde",52,"gift","Ning",1801
"Århus","Astrup","mand",16,"ugift","Ning",1801
"Århus","Astrup","mand",41,"gift","Ning",1801
"Århus","Astrup","kvinde",42,"gift","Ning",1801
"Århus","Astrup","kvinde",3,"ugift","Ning",1801
"Århus","Astrup","mand",1,"ugift","Ning",1801
"Århus","Astrup","mand",75,"gift","Ning",1801
"Århus","Astrup","kvinde",65,"gift","Ning",1801
"Århus","Astrup","mand",29,"ugift","Ning",1801
"Århus","Astrup","kvinde",3,"ugift","Ning",1801
"Århus","Astrup","kvinde",22,"ugift","Ning",1801
"Århus","Astrup","mand",12,"ugift","Ning",1801
"Århus","Astrup","mand",60,"gift","Ning",1801
"Århus","Astrup","kvinde",45,"gift","Ning",1801
"Århus","Astrup","mand",24,"ugift","Ning",1801
"Århus","Astrup","kvinde",13,"ugift","Ning",1801
"Århus","Astrup","kvinde",11,"ugift","Ning",1801
"Århus","Astrup","kvinde",19,"ugift","Ning",1801
